VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
3_2019_10_08,1,8/10/2019 5:24,50.0,39.0,125.0,2694.62,59.0,-75.78,120.0,49.31,1.28,46.34,9311.93,57.1,51.17,63.25,62.68,46.42,124.96,2154.34,48.58,29.31,80,2327.5,0,60.28,1.21,120.23,65.05,70.4,71,-75.64,1
3_2019_10_08,1,8/10/2019 5:24,50.0,39.0,125.0,2694.62,61.0,-74.91,120.0,49.31,1.28,46.34,9311.93,57.1,51.17,63.25,62.68,46.42,124.96,2154.34,48.58,29.31,80,2327.5,0,60.28,1.21,120.23,65.05,70.4,71,-75.64,1
3_2019_10_08,1,8/10/2019 5:27,50.0,39.0,125.0,2694.62,60.0,-75.78,120.0,48.79,1.28,46.34,9293.13,57.2,51.17,63.25,62.68,47.09,126.03,2141.37,48.51,29.75,80,1981.19,0,60.28,1.21,119.91,65.05,68.83,71,-77.03,1
3_2019_10_08,1,8/10/2019 5:27,50.0,39.0,125.0,2694.62,60.0,-77.15,120.0,48.79,1.28,46.34,9293.13,57.2,51.17,63.25,62.68,47.17,126.03,2141.37,48.51,29.75,80,2333.33,0,60.28,1.21,119.91,65.05,68.83,71,-76.32,1
3_2019_10_08,1,8/10/2019 5:35,50.0,39.0,125.0,2694.62,60.0,-72.84,120.0,48.49,1.28,47.83,9286.64,57.1,51.17,63.25,62.68,49.11,124.96,2007.13,48.67,29.81,80,2000.65,0,60.28,1.21,120.23,65.05,63.02,72,-74.93,1
3_2019_10_08,1,8/10/2019 5:35,50.0,39.0,125.0,2694.62,63.0,-72.84,120.0,48.49,1.28,47.83,9286.64,57.1,51.17,63.25,62.68,49.11,124.96,2007.13,48.67,29.81,80,2000.65,0,60.28,1.21,120.23,65.05,63.02,72,-74.93,1
3_2019_10_08,1,8/10/2019 5:35,50.0,39.0,125.0,2694.62,60.0,-74.15,120.0,48.49,1.28,47.83,9286.64,57.1,51.17,63.25,62.68,49.11,124.96,2007.13,48.67,29.81,80,2000.65,0,60.28,1.21,120.23,65.05,63.02,72,-74.93,1
4_2019_10_08,1,8/10/2019 5:38,50.0,39.0,125.0,2694.62,63.0,-74.15,120.0,48.38,1.28,49.03,9299.61,46.88,51.21,63.25,62.68,48.89,124.24,1994.16,46.66,31.13,80,1776.26,0,61.44,1.21,119.91,65.05,60.26,72,-75.64,1
3_2019_10_08,1,8/10/2019 5:38,50.0,39.0,125.0,2694.62,63.0,-77.58,120.0,48.13,1.28,49.03,9286.64,52.42,51.21,63.25,62.68,48.89,124.24,1981.19,46.66,31.66,80,1776.26,0,61.44,1.21,119.91,65.05,59.85,72,-76.32,1
3_2019_10_08,1,8/10/2019 5:46,50.0,39.0,125.0,2694.62,63.0,-77.28,120.0,47.58,1.28,47.17,9273.67,48.77,51.21,63.25,62.68,48.36,126.03,2064.85,48.0,31.13,80,1923.48,0,63.18,1.21,119.91,65.05,56.92,72,-77.03,1
3_2019_10_08,1,8/10/2019 5:46,50.0,39.0,125.0,2694.62,65.0,-77.28,120.0,47.58,1.28,47.17,9273.67,48.77,51.21,63.25,62.68,48.51,126.03,2064.85,48.0,31.26,80,1923.48,0,63.18,1.21,119.91,65.05,56.53,72,-77.03,1
3_2019_10_08,1,8/10/2019 5:46,50.0,39.0,125.0,2694.62,63.0,-78.17,120.0,47.58,1.28,47.17,9273.67,48.77,51.21,63.25,62.68,48.51,126.03,2064.85,48.0,31.26,80,1923.48,0,63.18,1.21,119.91,65.05,56.53,72,-77.03,1
3_2019_10_08,1,8/10/2019 5:47,50.0,39.0,125.0,2694.62,65.0,-79.79,120.0,47.69,1.28,47.17,9293.13,54.6,51.21,63.25,62.68,48.89,124.96,2058.37,48.13,31.83,80,2083.66,0,63.18,1.21,120.23,63.96,55.66,72,-78.1,1
3_2019_10_08,1,8/10/2019 5:55,50.0,39.0,125.0,2694.62,65.0,-79.02,120.0,47.29,1.28,47.76,9299.61,46.14,51.17,63.25,62.68,47.83,125.31,2007.13,46.91,33.24,80,1757.46,0,63.18,1.21,119.58,62.93,49.7,71,-79.13,1
3_2019_10_08,1,8/10/2019 6:03,50.0,39.0,125.0,2694.62,65.0,-74.59,120.0,46.3,1.28,49.56,9280.16,57.29,50.69,63.25,62.68,49.49,125.31,1962.39,47.07,31.87,80,2083.66,0,66.08,1.21,120.56,63.96,47.91,72,-76.67,1
3_2019_10_08,1,8/10/2019 6:08,50.0,39.0,125.0,2694.62,65.0,-73.55,120.0,45.87,1.28,47.76,9286.64,57.17,50.69,63.25,62.68,47.91,125.31,1917.64,47.1,31.66,80,1802.2,0,66.08,1.21,120.56,63.96,46.95,73,-74.93,1
3_2019_10_08,1,8/10/2019 6:11,50.0,39.0,125.0,2694.62,65.0,-74.33,120.0,45.88,1.28,47.76,9299.61,57.23,51.21,63.25,62.68,48.51,124.6,2007.13,47.81,30.02,80,1878.73,0,64.34,1.21,119.91,63.96,47.98,73,-74.21,1
3_2019_10_08,1,8/10/2019 6:17,50.0,39.0,125.0,2694.62,65.0,-77.45,120.0,45.06,1.28,49.26,9311.93,48.42,51.46,63.25,62.68,48.44,125.31,1981.19,47.2,30.72,80,1827.5,0,64.34,1.21,119.58,63.96,44.36,73,-76.32,1
3_2019_10_08,1,8/10/2019 6:19,50.0,39.0,130.0,2694.62,65.0,-77.45,120.0,44.94,1.28,47.46,9305.45,55.98,51.46,63.25,62.68,47.61,123.92,2007.13,47.01,31.36,80,1859.92,0,64.84,1.21,120.23,64.41,43.8,73,-76.32,1
3_2019_10_08,1,8/10/2019 6:30,50.0,39.0,130.0,2694.62,65.0,-76.44,120.0,44.07,1.28,48.97,9311.93,48.84,51.43,63.51,62.68,48.29,129.88,1949.42,46.59,31.36,80,2282.1,0,64.84,1.21,119.91,64.41,39.42,73,-77.03,1
4_2019_10_08,1,8/10/2019 6:35,50.0,39.0,130.0,2694.62,65.0,-73.06,120.0,43.77,1.28,48.59,9286.64,55.89,51.21,63.51,62.68,49.78,129.88,1929.96,47.01,30.42,80,1853.44,0,65.79,1.21,119.91,64.41,38.25,74,-74.57,1
4_2019_10_08,1,8/10/2019 6:41,50.0,39.0,130.0,2694.62,65.0,-73.08,120.0,42.95,1.28,48.66,9286.64,47.65,52.23,63.99,62.68,48.66,130.59,1936.45,46.53,30.42,80,2487.68,0,64.92,1.21,119.58,64.34,38.49,74,-73.5,1
4_2019_10_08,1,8/10/2019 6:43,50.0,39.0,130.0,2694.62,65.0,-72.03,120.0,42.99,1.28,48.66,9293.13,57.49,51.21,63.99,62.68,48.66,129.2,1962.39,47.3,30.42,80,2212.06,0,64.92,1.21,120.23,64.34,38.7,75,-73.5,1
4_2019_10_08,1,8/10/2019 6:47,50.0,39.0,130.0,2694.62,65.0,-73.11,120.0,42.7,1.28,48.97,9260.7,57.32,52.23,63.51,62.68,48.74,131.31,1981.19,47.68,30.25,80,1859.92,0,65.21,1.21,119.91,64.34,35.42,75,-73.18,1
4_2019_10_08,1,8/10/2019 6:49,50.0,39.0,130.0,2694.62,65.0,-74.65,120.0,42.5,1.28,47.76,9293.13,45.7,52.23,63.51,62.68,47.83,130.59,1942.93,47.68,29.71,80,1763.94,0,63.68,1.21,119.91,64.95,33.49,75,-73.5,1
4_2019_10_08,1,8/10/2019 6:54,50.0,39.0,130.0,2694.62,65.0,-73.64,120.0,42.43,1.28,47.76,9311.93,48.61,52.23,63.76,62.68,47.83,129.88,1923.48,46.62,29.71,80,1782.75,0,65.5,1.21,119.58,64.95,30.8,75,-73.5,1
4_2019_10_08,1,8/10/2019 6:59,50.0,39.0,130.0,2694.62,65.0,-74.69,120.0,42.09,1.28,48.66,9324.9,57.17,52.23,63.73,62.68,48.21,129.56,1936.45,47.33,29.68,80,1795.72,0,65.5,1.21,119.58,64.95,23.0,75,-74.21,1
4_2019_10_08,1,8/10/2019 7:02,50.0,39.0,130.0,2694.62,65.0,-74.95,120.0,40.83,1.28,47.69,9305.45,47.87,52.23,63.73,62.68,47.69,129.88,1898.18,46.37,29.95,80,1750.97,0,64.34,1.21,119.91,64.95,19.36,75,-74.93,1
4_2019_10_08,1,8/10/2019 7:09,50.0,39.0,130.0,2694.62,65.0,-71.08,120.0,41.05,1.28,48.81,9293.13,57.29,51.21,64.02,62.68,48.81,129.88,2154.34,46.78,29.14,80,1821.01,0,65.79,1.21,119.58,65.18,13.69,75,-73.18,1
4_2019_10_08,1,8/10/2019 7:10,50.0,39.0,130.0,2694.62,65.0,-72.15,120.0,40.35,1.28,48.81,9318.42,56.04,51.21,64.02,62.68,49.56,129.88,3302.2,51.49,27.73,80,1365.76,0,64.7,1.21,119.91,65.18,16.17,75,-73.18,1
4_2019_10_08,1,8/10/2019 7:11,50.0,39.0,130.0,2694.62,65.0,-76.66,120.0,40.43,1.28,49.78,9311.93,50.06,51.21,63.76,62.68,49.71,129.88,2507.13,53.93,26.89,80,1333.98,0,59.77,1.21,119.26,66.55,13.18,74,-73.5,1
4_2019_10_08,1,8/10/2019 7:12,50.0,39.0,130.0,2694.62,65.0,-80.0,120.0,40.35,1.28,49.78,9299.61,50.06,51.21,63.76,62.68,49.71,129.88,2577.82,52.78,26.89,80,1340.47,0,56.87,1.21,119.91,66.55,12.25,74,-75.28,1
4_2019_10_08,1,8/10/2019 7:13,50.0,39.0,110.0,2694.62,65.0,-80.0,120.0,40.66,1.28,49.78,9324.9,57.42,51.21,63.76,62.68,49.56,129.56,2571.34,52.94,26.55,80,2545.4,0,47.23,1.21,118.29,66.55,12.84,72,-75.64,1
4_2019_10_08,1,8/10/2019 7:13,50.0,39.0,110.0,2694.62,51.0,-80.0,120.0,40.21,1.28,49.78,9311.93,48.04,51.21,63.76,62.68,49.49,118.57,2071.34,53.84,26.08,80,2641.37,0,47.88,1.21,118.94,66.55,11.93,72,-76.67,1
4_2019_10_08,1,8/10/2019 7:13,50.0,39.0,110.0,2694.62,51.0,-77.68,120.0,40.57,1.28,49.78,9344.36,48.04,51.21,63.76,62.68,49.49,117.9,2071.34,53.84,26.08,80,2641.37,0,47.88,1.21,118.94,66.55,11.93,72,-76.67,1
4_2019_10_08,1,8/10/2019 7:13,50.0,39.0,110.0,2694.62,51.0,-79.75,120.0,40.6,1.28,49.78,9331.39,48.04,51.21,63.76,62.68,49.49,115.08,551.88,51.05,26.08,80,1494.16,0,45.27,1.21,120.56,64.47,15.61,72,-75.64,1
4_2019_10_08,1,8/10/2019 7:17,50.0,39.0,110.0,2694.62,51.0,-78.97,120.0,40.13,1.28,48.29,9985.08,55.47,51.97,63.76,62.68,47.24,109.8,1757.46,38.78,25.58,80,1033.07,0,48.17,1.21,119.26,64.47,32.66,69,-77.39,1
4_2019_10_08,1,8/10/2019 7:17,50.0,39.0,110.0,2694.62,51.0,-77.52,120.0,40.08,1.28,48.29,9985.08,55.47,51.97,63.76,62.68,47.02,108.73,1731.52,46.05,25.58,80,2199.09,0,48.17,1.21,118.94,64.47,33.12,69,-76.67,1
4_2019_10_08,1,8/10/2019 7:18,50.0,39.0,110.0,2694.62,51.0,-78.68,120.0,40.15,1.28,48.29,10004.54,46.85,51.97,63.76,62.68,46.49,110.12,1731.52,44.96,24.8,80,2295.07,0,51.29,1.21,120.56,64.47,33.55,68,-77.03,1
4_2019_10_08,1,8/10/2019 7:18,50.0,39.0,110.0,2694.62,51.0,-79.87,120.0,40.08,1.28,48.29,10029.83,46.85,51.97,63.76,62.68,46.34,109.09,1731.52,42.23,24.8,80,1199.74,0,51.29,1.21,120.56,64.47,33.97,67,-77.03,1
4_2019_10_08,1,8/10/2019 7:25,50.0,39.0,110.0,2694.62,55.0,-79.87,120.0,39.92,1.28,48.29,9985.08,50.12,50.18,63.76,62.68,40.97,110.48,2116.08,45.06,26.22,80,1712.71,0,46.94,1.21,119.58,62.04,46.69,67,-78.46,1
4_2019_10_08,1,8/10/2019 7:40,50.0,39.0,110.0,2694.62,60.0,-79.87,120.0,39.34,1.28,36.04,10011.02,47.33,50.18,62.36,62.68,35.52,110.48,1949.42,47.75,26.75,80,1622.57,0,53.61,1.21,122.15,62.04,65.97,67,-79.85,1
4_2019_10_08,1,8/10/2019 7:42,50.0,39.0,115.0,2694.62,60.0,-79.87,120.0,39.45,1.28,35.15,9972.11,57.36,50.18,62.36,62.68,35.22,110.12,1923.48,45.22,26.62,80,3256.81,0,53.61,1.21,119.91,62.04,71.91,67,-79.85,1
4_2019_10_08,1,8/10/2019 8:02,50.0,39.0,120.0,2694.62,60.0,-79.87,120.0,39.2,1.28,36.34,9402.08,57.65,50.34,62.36,62.68,38.5,115.08,2007.13,45.34,26.45,80,2424.12,0,53.32,1.21,119.91,62.04,86.24,66,-79.85,1
4_2019_10_08,1,8/10/2019 8:04,50.0,39.0,120.0,2694.62,55.0,-79.87,120.0,38.98,1.28,36.34,9402.08,57.42,50.34,62.36,62.68,39.48,119.64,2064.85,45.34,26.55,80,1712.71,0,53.32,1.21,119.58,62.04,86.01,66,-79.49,1
4_2019_10_08,1,8/10/2019 8:07,50.0,39.0,120.0,2694.62,62.0,-79.87,120.0,39.14,1.28,36.34,9402.08,57.39,50.34,62.36,62.68,40.9,120.0,1968.87,46.05,26.69,80,1635.54,0,50.71,1.21,119.58,62.04,85.62,66,-80.2,1
4_2019_10_08,1,8/10/2019 8:41,50.0,39.0,120.0,2694.62,62.0,-79.46,120.0,38.82,1.28,47.09,9389.11,47.23,52.68,63.16,62.68,52.09,120.0,2173.8,48.26,30.42,80,1949.42,0,60.79,1.21,120.56,60.94,55.61,69,-80.2,1
4_2019_10_08,1,8/10/2019 8:48,50.0,39.0,120.0,2694.62,62.0,-72.93,120.0,37.76,1.28,52.77,9433.85,57.42,52.68,63.16,62.68,52.92,120.36,2179.64,48.74,30.32,80,2513.62,0,63.47,1.21,120.23,61.78,52.44,70,-77.03,1
4_2019_10_08,1,8/10/2019 8:52,50.0,39.0,120.0,2694.62,62.0,-69.42,120.0,37.73,1.28,52.77,9420.88,57.52,52.68,65.21,62.68,53.36,119.29,2173.8,49.89,29.85,80,2430.61,0,63.47,1.21,120.23,61.78,51.78,73,-73.5,1
5_2019_10_08,1,8/10/2019 8:59,50.0,39.0,120.0,2694.62,62.0,-69.42,120.0,37.23,1.28,54.56,9427.37,45.41,53.19,65.21,62.68,54.86,120.36,2167.32,50.28,30.22,80,2186.12,0,62.89,1.21,119.91,64.72,46.54,76,-69.65,1
4_2019_10_08,1,8/10/2019 9:01,50.0,39.0,120.0,2694.62,62.0,-64.7,120.0,36.73,1.28,54.56,9420.88,57.26,53.19,65.21,62.68,55.15,120.0,2109.6,50.28,30.28,80,2122.57,0,63.18,1.21,120.23,64.72,44.25,77,-68.22,1
4_2019_10_08,1,8/10/2019 9:08,50.0,39.0,120.0,2694.62,62.0,-58.04,120.0,36.49,1.28,55.46,9382.62,57.52,52.94,65.21,62.68,54.78,120.0,2051.88,49.32,30.08,80,3096.63,0,63.18,1.21,120.23,64.72,43.63,80,-61.55,1
4_2019_10_08,1,8/10/2019 9:11,50.0,39.0,120.0,2694.62,62.0,-56.2,120.0,36.37,1.28,55.46,9407.91,57.49,52.94,65.18,62.68,54.11,120.0,2154.34,49.32,29.68,80,2301.56,0,63.18,1.21,120.23,64.72,46.34,82,-59.05,1
4_2019_10_08,1,8/10/2019 9:16,50.0,39.0,120.0,2694.62,62.0,-57.46,120.0,35.9,1.28,53.67,9382.62,45.57,52.94,65.18,62.68,53.67,120.0,2141.37,51.4,29.61,80,2430.61,0,61.44,1.21,119.91,73.22,45.8,83,-58.34,1
4_2019_10_08,1,8/10/2019 9:22,50.0,39.0,120.0,2694.62,62.0,-56.68,120.0,35.38,1.28,53.67,9427.37,56.04,52.94,65.18,62.68,53.36,120.0,1898.18,48.67,29.44,80,2301.56,0,62.89,1.21,119.91,73.22,43.82,84,-57.63,1
4_2019_10_08,1,8/10/2019 9:26,50.0,39.0,120.0,2694.62,62.0,-52.41,120.0,35.26,1.28,53.67,9382.62,57.58,52.94,65.18,62.68,53.07,120.0,1885.21,48.42,29.04,80,2000.65,0,63.76,1.21,119.91,73.22,44.37,84,-55.17,1
4_2019_10_08,1,8/10/2019 9:29,50.0,39.0,120.0,2694.62,62.0,-51.13,120.0,34.67,1.28,53.67,9402.08,57.36,52.94,65.18,62.68,52.84,120.0,1898.18,48.42,29.11,80,2333.33,0,63.76,1.21,119.91,74.98,44.62,84,-53.42,1
4_2019_10_08,1,8/10/2019 9:35,50.0,39.0,120.0,2694.62,62.0,-52.15,120.0,33.79,1.28,51.87,9407.91,57.93,52.94,65.18,62.68,50.82,120.36,1917.64,48.42,28.37,80,3160.18,0,63.76,1.21,120.23,75.81,48.84,86,-52.7,1
4_2019_10_08,1,8/10/2019 9:39,50.0,39.0,120.0,2694.62,62.0,-54.72,120.0,33.41,1.28,49.49,9363.17,57.78,52.94,65.18,62.68,49.11,120.36,2007.13,49.35,28.2,80,2128.4,0,63.76,1.21,119.91,75.81,55.28,86,-53.06,1
4_2019_10_08,1,8/10/2019 9:43,50.0,39.0,120.0,2694.62,62.0,-60.76,120.0,32.88,1.28,49.49,9427.37,57.8,52.91,65.18,62.68,48.89,120.0,2013.62,49.38,29.11,80,2391.7,0,59.99,1.21,119.91,74.98,57.86,85,-56.56,1
4_2019_10_08,1,8/10/2019 9:47,50.0,39.0,120.0,2694.62,62.0,-64.17,120.0,33.2,1.28,49.49,9389.11,45.31,52.91,65.18,62.68,49.03,119.29,1981.19,48.32,28.53,80,1955.9,0,59.99,1.21,119.91,74.98,57.58,83,-60.12,1
5_2019_10_08,1,8/10/2019 9:56,50.0,39.0,120.0,2694.62,62.0,-68.04,120.0,31.63,1.28,47.98,9414.4,52.36,51.91,63.73,62.68,47.91,120.0,2045.4,49.0,28.91,80,2007.13,0,61.44,1.21,119.91,74.98,55.66,80,-65.4,1
5_2019_10_08,1,8/10/2019 10:01,50.0,39.0,120.0,2694.62,62.0,-71.93,120.0,31.36,1.28,45.6,9382.62,47.55,51.91,63.73,62.68,45.67,120.0,2058.37,49.0,29.04,80,3090.14,0,61.44,1.21,119.91,70.98,61.55,79,-68.58,1
5_2019_10_08,1,8/10/2019 10:06,50.0,39.0,125.0,2694.62,62.0,-71.93,120.0,30.64,1.28,45.6,9427.37,57.8,51.65,63.76,62.68,45.44,120.0,2167.32,49.09,29.58,80,2045.4,0,60.57,1.21,119.91,70.98,66.78,76,-72.82,1
5_2019_10_08,1,8/10/2019 10:07,50.0,39.0,125.0,2694.62,62.0,-77.12,120.0,30.86,1.28,45.6,9382.62,57.8,51.65,63.76,62.68,45.44,123.92,2199.09,49.09,29.04,80,2603.11,0,60.57,1.21,119.91,70.98,66.96,76,-73.18,1
5_2019_10_08,1,8/10/2019 10:08,50.0,39.0,125.0,2694.62,62.0,-78.69,120.0,30.55,1.28,45.6,9420.88,56.17,51.65,63.76,62.68,45.52,124.96,2083.66,47.84,30.19,80,2500.65,0,60.86,1.21,119.91,70.98,67.47,75,-74.93,1
5_2019_10_08,1,8/10/2019 10:13,50.0,39.0,125.0,2694.62,62.0,-80.0,120.0,30.11,1.28,45.0,9402.08,55.63,51.65,63.22,62.68,44.4,125.31,2096.63,47.84,30.62,80,1872.24,0,61.73,1.21,120.23,70.98,65.87,73,-77.39,1
5_2019_10_08,1,8/10/2019 10:39,50.0,39.0,135.0,2694.62,62.0,-80.0,120.0,27.45,1.28,42.61,9369.65,58.22,52.17,63.22,62.84,42.76,130.59,2116.08,47.49,29.85,80,2872.24,0,58.83,1.21,119.91,65.69,74.2,70,-80.2,1
5_2019_10_08,1,8/10/2019 10:49,50.0,39.0,140.0,2694.62,62.0,-80.0,120.0,26.38,1.28,42.61,9197.15,58.13,51.65,62.96,62.84,42.32,134.84,2013.62,46.82,29.61,80,1776.26,0,59.05,1.21,119.91,62.29,73.89,70,-80.2,1
5_2019_10_08,1,8/10/2019 11:22,50.0,39.0,140.0,2694.62,63.0,-80.0,120.0,18.56,1.28,45.82,9177.69,52.01,53.19,65.05,62.29,46.94,139.76,1744.49,43.23,33.24,80,1333.98,0,59.12,1.21,119.91,62.29,22.0,70,-80.2,1
5_2019_10_08,1,8/10/2019 11:24,50.0,39.0,140.0,2694.62,64.0,-80.0,120.0,17.46,1.28,45.82,9414.4,46.85,53.19,65.05,62.29,47.76,120.0,1693.26,43.23,33.45,80,962.39,0,62.82,1.21,119.91,62.29,18.09,71,-80.2,1
5_2019_10_08,1,8/10/2019 11:26,50.0,39.0,140.0,2694.62,64.0,-80.0,120.0,16.26,1.28,45.82,9402.08,58.19,52.17,65.05,62.29,48.59,120.0,1429.96,40.12,38.43,80,930.61,0,62.82,1.21,120.56,62.29,13.31,71,-79.49,1
5_2019_10_08,1,8/10/2019 11:26,50.0,39.0,140.0,2694.62,61.0,-80.0,120.0,16.87,1.28,45.82,9427.37,58.19,52.17,65.05,62.29,48.59,119.64,1410.51,37.5,39.71,80,955.9,0,62.82,1.21,120.56,62.29,12.93,71,-79.49,1
5_2019_10_08,1,8/10/2019 11:27,50.0,39.0,140.0,2694.62,61.0,-78.12,120.0,16.77,1.28,45.82,9414.4,44.73,52.17,65.05,62.29,48.66,119.64,1365.76,30.35,44.11,80,975.36,0,62.82,1.21,120.23,62.29,12.6,72,-79.49,1
5_2019_10_08,1,8/10/2019 11:27,50.0,39.0,140.0,2694.62,61.0,-76.98,120.0,16.13,1.28,45.82,9402.08,47.14,52.17,65.05,62.29,48.81,119.64,2007.13,19.46,54.34,80,988.33,0,62.82,1.21,120.56,61.85,21.07,72,-79.49,1
5_2019_10_08,1,8/10/2019 11:27,50.0,39.0,140.0,2694.62,61.0,-77.83,120.0,15.88,1.28,45.82,9420.88,47.14,52.17,65.05,62.29,48.81,119.64,2007.13,19.46,54.34,80,988.33,0,62.82,1.21,120.56,61.85,21.07,72,-79.49,1
5_2019_10_08,1,8/10/2019 11:27,50.0,39.0,140.0,2694.62,63.0,-76.98,120.0,15.88,1.28,45.82,9420.88,47.14,52.17,65.05,62.29,48.81,119.64,2007.13,19.46,54.34,80,988.33,0,62.82,1.21,120.56,61.85,21.07,72,-79.49,1
5_2019_10_08,1,8/10/2019 11:27,50.0,39.0,140.0,2694.62,63.0,-77.53,120.0,15.57,1.28,48.89,9414.4,56.85,52.17,65.05,62.29,48.81,120.0,2475.36,16.96,69.55,80,1013.62,0,64.41,1.21,119.91,61.91,26.46,72,-78.81,1
5_2019_10_08,1,8/10/2019 11:28,50.0,39.0,140.0,2694.62,63.0,-78.43,120.0,15.93,1.28,48.89,9382.62,56.85,52.17,65.05,62.29,48.89,120.0,2462.39,18.82,69.55,80,731.52,0,64.41,1.21,119.91,61.56,26.41,72,-76.67,1
5_2019_10_08,1,8/10/2019 11:29,50.0,39.0,140.0,2694.62,63.0,-79.27,120.0,14.43,1.28,48.89,9389.11,58.19,52.17,63.48,62.29,48.89,120.36,1795.72,60.43,25.47,80,1039.56,0,62.53,1.21,118.94,62.42,33.52,73,-79.13,1
5_2019_10_08,1,8/10/2019 11:29,50.0,39.0,140.0,2694.62,63.0,-79.91,120.0,14.43,1.28,48.89,9389.11,58.19,52.17,63.48,62.29,48.89,120.36,1776.26,60.43,25.47,80,1039.56,0,62.53,1.21,118.94,62.42,33.52,73,-79.13,1
5_2019_10_08,1,8/10/2019 11:33,50.0,39.0,140.0,2694.62,55.0,-79.91,120.0,12.72,1.28,48.89,9407.91,57.04,52.17,63.48,62.29,48.74,120.0,1622.57,41.5,25.84,80,1020.1,0,32.66,1.21,120.23,61.33,27.9,67,-79.13,1
5_2019_10_08,1,8/10/2019 11:37,50.0,39.0,140.0,2694.62,60.0,-79.91,120.0,8.57,1.28,48.89,9395.59,46.62,52.17,63.48,62.29,48.44,121.43,1429.96,40.41,28.2,80,1186.77,0,38.67,1.21,119.91,61.33,21.9,68,-79.85,1
8_2019_10_08,0,8/10/2019 19:57,50.0,41.5,105.0,1725.3,65.0,-79.97,120.0,68.7,1.25,47.17,8914.4,56.59,53.32,63.89,61.88,45.67,110.12,1610.25,43.45,34.93,80,1308.04,0,64.41,0.93,119.91,65.3,83.81,72,-77.74,1
8_2019_10_08,0,8/10/2019 19:58,50.0,41.5,105.0,1725.3,65.0,-79.21,120.0,68.39,1.25,45.38,8920.88,46.98,53.32,63.89,61.88,45.52,110.12,1642.02,43.45,34.93,80,2584.31,0,64.41,0.93,119.91,65.3,83.86,72,-77.74,1
8_2019_10_08,0,8/10/2019 20:02,50.0,41.5,105.0,1725.3,65.0,-74.13,120.0,66.99,1.25,45.38,8933.85,56.49,53.32,63.89,61.88,45.44,110.48,1597.28,43.19,34.49,80,2346.3,0,66.73,0.93,119.91,64.79,83.98,73,-76.32,1
8_2019_10_08,0,8/10/2019 20:08,50.0,41.5,105.0,1725.3,65.0,-65.6,120.0,64.31,1.25,46.49,8946.82,56.75,54.03,64.41,61.88,47.02,109.09,1577.82,43.99,31.6,80,2013.62,0,67.02,0.93,119.91,66.62,83.79,74,-70.68,1
8_2019_10_08,0,8/10/2019 20:11,50.0,41.5,105.0,1725.3,65.0,-64.0,120.0,62.51,1.25,46.49,8933.85,56.75,54.03,64.41,61.88,48.44,110.12,1699.74,44.54,30.28,80,1667.32,0,67.02,0.93,119.91,66.62,83.44,76,-68.22,1
8_2019_10_08,0,8/10/2019 20:13,50.0,41.5,105.0,1725.3,65.0,-65.58,120.0,61.31,1.25,48.97,8953.31,47.68,53.26,64.41,61.88,49.11,109.8,1738.0,45.82,30.19,80,1769.78,0,67.02,0.93,119.91,69.79,83.12,77,-67.86,1
8_2019_10_08,0,8/10/2019 20:15,50.0,41.5,105.0,1725.3,65.0,-65.58,125.0,60.15,1.25,48.97,8959.79,46.56,53.26,64.15,61.88,48.13,110.12,1738.0,44.96,30.02,80,2494.16,0,63.25,0.93,119.91,69.79,83.03,77,-67.86,1
8_2019_10_08,0,8/10/2019 20:19,50.0,41.5,105.0,1725.3,65.0,-75.91,125.0,57.89,1.25,46.87,8933.85,56.69,54.03,64.92,61.88,46.87,110.48,1680.29,44.09,32.3,80,1423.48,0,62.09,0.93,124.71,68.25,83.31,76,-72.11,1
8_2019_10_08,0,8/10/2019 20:21,50.0,41.5,105.0,1725.3,65.0,-77.69,125.0,57.04,1.25,46.87,8966.28,55.44,54.03,64.92,61.88,46.94,109.8,1616.08,44.09,34.39,80,2571.34,0,63.25,0.93,125.03,68.25,83.54,76,-73.5,1
8_2019_10_08,0,8/10/2019 20:24,50.0,41.5,105.0,1725.3,65.0,-76.38,125.0,55.43,1.25,47.69,8972.76,55.28,54.03,64.92,61.88,47.98,110.12,1577.82,42.81,35.03,80,2071.34,0,63.25,0.93,125.03,65.63,83.53,75,-74.57,1
8_2019_10_08,0,8/10/2019 20:27,50.0,41.5,105.0,1725.3,65.0,-70.51,125.0,53.39,1.25,47.69,8920.88,56.69,54.03,64.92,61.88,49.18,110.48,1551.88,43.32,34.93,80,1731.52,0,63.25,0.93,125.03,65.63,83.18,75,-72.82,1
