VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
70_2019_11_26,1,26/11/2019 8:03,50.0,42.0,135.0,2679.49,65.0,-70.22,125.0,62.22,1.28,48.51,9504.54,49.48,52.17,63.93,64.44,48.59,134.12,1744.49,45.79,29.34,80,1642.02,0,64.99,1.21,125.03,67.2,45.1,82,-70.36,0
70_2019_11_26,1,26/11/2019 8:12,50.0,42.0,135.0,2679.49,65.0,-74.86,125.0,62.38,1.28,48.51,9472.11,49.38,52.17,63.86,64.44,47.98,134.12,1744.49,45.44,30.02,80,1571.34,0,64.48,1.21,125.03,66.36,40.94,81,-73.86,0
70_2019_11_26,1,26/11/2019 8:17,50.0,42.0,135.0,2679.49,65.0,-74.34,125.0,62.74,1.28,48.51,9516.86,50.31,52.17,63.86,64.44,47.91,134.84,1699.74,45.73,29.88,80,1558.37,0,65.21,1.21,125.03,64.72,39.74,80,-73.86,0
70_2019_11_26,1,26/11/2019 8:21,50.0,42.0,135.0,2679.49,65.0,-73.56,125.0,62.55,1.28,48.51,9536.32,50.44,52.17,63.86,64.44,47.54,134.84,1712.71,46.08,29.78,80,1558.37,0,64.84,1.21,124.71,64.72,39.29,80,-73.5,0
70_2019_11_26,1,26/11/2019 8:21,50.0,42.0,135.0,2679.49,65.0,-74.34,125.0,62.55,1.28,48.51,9485.08,50.44,52.17,63.86,64.44,47.46,134.84,1731.52,46.08,29.88,80,1936.45,0,62.97,1.21,124.71,64.72,39.04,80,-73.18,0
70_2019_11_26,1,26/11/2019 8:22,50.0,42.0,135.0,2679.49,65.0,-76.3,125.0,63.01,1.28,48.51,9465.63,49.48,52.17,63.86,64.44,47.54,134.84,1706.23,46.21,30.32,80,1597.28,0,61.95,1.21,125.03,64.72,38.9,80,-74.21,0
70_2019_11_26,1,26/11/2019 8:28,50.0,42.0,135.0,2679.49,65.0,-74.0,125.0,62.85,1.28,47.31,9491.57,50.28,52.17,63.86,64.44,46.79,135.19,1718.55,45.12,29.75,80,2398.18,0,65.72,1.21,125.03,64.72,38.89,80,-74.21,0
70_2019_11_26,1,26/11/2019 8:32,50.0,42.0,135.0,2679.49,65.0,-75.01,125.0,63.13,1.28,47.31,9465.63,50.79,52.17,63.86,64.44,46.79,134.84,1738.0,45.57,29.27,80,1584.31,0,65.72,1.21,125.03,64.72,38.55,80,-74.93,0
70_2019_11_26,1,26/11/2019 8:36,50.0,42.0,135.0,2679.49,65.0,-77.42,125.0,63.4,1.28,47.31,9491.57,49.32,52.17,63.86,64.44,46.42,134.48,1686.77,43.93,30.76,80,2186.12,0,63.98,1.21,125.03,64.72,38.45,79,-76.0,0
70_2019_11_26,1,26/11/2019 8:45,50.0,42.0,135.0,2679.49,65.0,-77.15,125.0,63.72,1.28,47.31,9516.86,50.5,52.17,63.86,64.44,45.97,135.19,1718.55,44.67,29.98,80,1763.94,0,65.14,1.21,125.03,64.72,37.62,79,-76.32,0
70_2019_11_26,1,26/11/2019 8:51,50.0,42.0,135.0,2679.49,65.0,-80.0,125.0,63.53,1.28,47.31,9510.38,50.57,52.17,63.86,64.44,45.67,134.84,1763.94,45.47,30.69,80,1833.98,0,64.34,1.21,125.03,63.41,36.0,78,-78.1,0
70_2019_11_26,1,26/11/2019 9:37,50.0,42.0,135.0,2679.49,62.0,-80.0,125.0,65.13,1.28,44.63,9504.54,49.38,51.53,63.86,64.44,43.65,134.84,1750.97,45.41,28.6,80,2051.88,0,62.6,1.21,125.03,61.07,22.39,76,-80.2,0
70_2019_11_26,1,26/11/2019 9:38,50.0,42.0,135.0,2679.49,62.0,-80.0,125.0,65.13,1.28,44.63,9485.08,49.38,51.53,63.86,64.44,43.65,134.84,1757.46,45.41,28.6,80,2045.4,0,62.6,1.21,125.03,61.07,22.39,76,-80.2,0
70_2019_11_26,1,26/11/2019 9:39,50.0,42.0,135.0,2679.49,60.0,-80.0,125.0,65.2,1.28,44.63,9542.8,49.45,51.53,63.86,64.44,43.36,135.19,1763.94,44.86,29.07,80,1866.41,0,62.6,1.21,125.03,61.07,21.78,75,-79.49,0
70_2019_11_26,1,26/11/2019 9:39,50.0,42.0,142.0,2679.49,60.0,-80.0,125.0,65.32,1.28,44.63,9491.57,50.63,51.53,63.86,64.44,43.59,135.19,1757.46,45.12,28.57,80,1532.43,0,62.6,1.21,125.03,61.07,21.66,75,-80.2,0
70_2019_11_26,1,26/11/2019 9:44,50.0,42.0,142.0,2679.49,60.0,-78.03,125.0,65.22,1.28,44.63,9498.05,49.48,51.53,63.86,64.44,43.73,141.86,1750.97,44.45,28.67,80,1512.97,0,60.57,1.21,125.03,60.4,20.39,76,-79.49,0
70_2019_11_26,1,26/11/2019 9:48,50.0,42.0,142.0,2679.49,60.0,-77.73,125.0,65.52,1.28,43.8,9574.58,50.47,51.53,63.86,64.44,43.59,141.86,1416.99,41.69,29.75,80,1148.51,0,59.99,1.21,125.03,60.4,20.02,76,-78.46,0
70_2019_11_26,1,26/11/2019 9:51,50.0,42.0,142.0,2679.49,60.0,-73.17,125.0,65.66,1.28,43.8,9799.61,49.41,51.53,63.86,64.44,44.11,142.22,1391.7,41.69,29.81,80,1116.08,0,59.99,1.21,125.03,61.94,20.16,77,-77.03,0
70_2019_11_26,1,26/11/2019 9:51,50.0,42.0,140.0,2679.49,60.0,-73.17,125.0,65.66,1.28,43.8,9812.58,49.41,51.53,63.86,64.44,44.18,142.22,1398.18,41.69,29.81,80,1494.16,0,59.99,1.21,125.03,61.94,20.16,77,-77.03,0
70_2019_11_26,1,26/11/2019 9:52,50.0,42.0,140.0,2679.49,60.0,-69.24,125.0,65.66,1.28,43.8,9818.42,49.35,51.53,63.86,64.44,44.11,139.76,1398.18,42.68,28.84,80,1250.97,0,64.05,1.21,125.03,61.94,20.49,77,-76.0,0
70_2019_11_26,1,26/11/2019 9:52,50.0,42.0,140.0,2679.49,60.0,-70.54,125.0,65.66,1.28,43.8,9806.1,49.35,51.53,63.86,64.44,44.11,139.76,1398.18,42.68,29.04,80,1250.97,0,64.05,1.21,125.03,61.94,20.08,77,-76.0,0
70_2019_11_26,1,26/11/2019 9:52,50.0,42.0,140.0,2679.49,63.0,-69.24,125.0,65.66,1.28,43.8,9806.1,49.35,51.53,63.86,64.44,44.11,139.76,1398.18,42.68,29.04,80,1250.97,0,64.05,1.21,125.03,61.94,20.08,77,-76.0,0
70_2019_11_26,1,26/11/2019 9:56,50.0,42.0,140.0,2679.49,63.0,-71.3,125.0,65.64,1.28,43.8,9799.61,49.45,51.53,63.86,64.44,44.33,140.12,1436.45,42.4,28.5,80,1891.7,0,62.31,1.21,125.03,61.94,21.3,79,-74.21,0
70_2019_11_26,1,26/11/2019 10:02,50.0,42.0,140.0,2679.49,63.0,-75.97,125.0,65.87,1.28,44.11,9818.42,49.12,51.53,63.86,64.44,44.25,139.76,1512.97,43.45,28.3,80,1840.47,0,62.31,1.21,125.03,64.05,23.14,80,-74.93,0
70_2019_11_26,1,26/11/2019 10:05,50.0,42.0,140.0,2679.49,63.0,-80.0,125.0,65.94,1.28,44.11,9812.58,49.58,51.53,63.86,64.44,43.96,140.12,1525.94,43.61,28.57,80,1327.5,0,62.31,1.21,125.03,64.05,24.86,79,-76.32,0
70_2019_11_26,1,26/11/2019 10:09,50.0,42.0,140.0,2679.49,60.0,-80.0,125.0,65.67,1.28,44.11,9793.13,49.29,51.53,63.86,64.44,43.73,140.47,1590.79,43.84,28.67,80,1391.7,0,59.99,1.21,125.03,64.05,26.9,78,-77.74,0
70_2019_11_26,1,26/11/2019 10:10,50.0,42.0,140.0,2679.49,60.0,-79.5,125.0,65.68,1.28,44.11,9806.1,50.63,51.53,63.86,64.44,43.59,142.58,1590.79,43.93,28.03,80,1391.7,0,59.99,1.21,125.03,64.05,27.39,78,-77.74,0
70_2019_11_26,1,26/11/2019 10:11,50.0,42.0,140.0,2679.49,60.0,-80.0,125.0,66.03,1.28,44.11,9773.67,50.73,51.53,63.86,64.44,43.65,143.97,1610.25,43.84,28.37,80,1885.21,0,59.99,1.21,125.03,61.75,27.85,78,-79.13,0
71_2019_11_26,1,26/11/2019 10:20,50.0,42.0,140.0,2679.49,60.0,-80.0,125.0,66.07,1.28,44.11,9812.58,50.34,51.53,63.86,62.55,43.21,143.97,1718.55,44.19,28.23,80,2071.34,0,59.99,1.21,125.03,61.75,30.79,76,-79.13,0
70_2019_11_26,1,26/11/2019 10:24,50.0,42.0,140.0,2679.49,57.0,-80.0,125.0,66.12,1.28,44.11,9812.58,49.77,51.53,63.86,62.55,43.28,145.04,1725.03,44.83,28.06,80,1923.48,0,59.99,1.21,125.03,60.62,30.95,76,-79.49,0
70_2019_11_26,1,26/11/2019 10:25,50.0,42.0,140.0,2679.49,57.0,-78.8,125.0,65.88,1.28,44.11,9786.64,50.21,51.53,63.86,62.55,43.21,143.65,1738.0,44.32,28.64,80,1512.97,0,59.99,1.21,125.03,60.62,30.9,76,-79.13,0
70_2019_11_26,1,26/11/2019 10:37,50.0,42.0,140.0,2679.49,57.0,-73.41,125.0,65.92,1.28,44.11,9780.16,49.54,51.85,63.03,62.55,42.69,143.29,1648.51,44.45,27.93,80,1763.94,0,57.67,1.21,125.03,60.62,31.85,77,-75.64,0
71_2019_11_26,1,26/11/2019 10:51,50.0,42.0,140.0,2679.49,57.0,-79.11,125.0,66.15,1.28,42.54,9786.64,49.25,51.85,63.03,62.55,42.61,143.97,1667.32,45.02,28.03,80,1994.16,0,56.87,1.21,125.03,63.0,33.05,75,-77.03,0
71_2019_11_26,1,26/11/2019 10:52,50.0,42.0,140.0,2679.49,56.0,-79.11,125.0,66.39,1.28,42.54,9824.9,49.45,51.85,63.03,62.55,42.46,143.97,1635.54,44.54,27.93,80,1442.93,0,56.87,1.21,125.03,62.36,32.89,75,-77.74,0
71_2019_11_26,1,26/11/2019 10:52,50.0,42.0,140.0,2679.49,57.0,-79.58,125.0,66.39,1.28,42.54,9824.9,49.45,51.85,63.03,62.55,42.46,143.97,1635.54,44.54,27.93,80,1442.93,0,56.87,1.21,125.03,62.36,32.89,75,-77.74,0
71_2019_11_26,1,26/11/2019 10:53,50.0,42.0,152.0,2679.49,56.0,-79.58,125.0,66.5,1.28,42.54,9812.58,50.6,51.85,63.03,62.55,42.39,143.65,1622.57,44.51,27.93,80,1442.93,0,56.87,1.21,125.03,62.36,32.71,75,-77.74,0
71_2019_11_26,1,26/11/2019 11:02,50.0,42.0,152.0,2679.49,56.0,-77.54,125.0,66.46,1.28,42.54,9780.16,50.54,51.85,63.03,62.55,43.06,152.1,1590.79,44.12,28.0,80,1372.24,0,56.22,1.21,125.03,62.36,32.79,74,-77.74,0
71_2019_11_26,1,26/11/2019 11:11,50.0,42.0,152.0,2679.49,56.0,-69.87,125.0,66.72,1.28,42.54,9793.13,49.12,53.13,63.03,62.55,43.96,152.42,1571.34,43.87,27.93,80,1757.46,0,57.09,1.21,125.03,61.81,33.73,76,-73.5,0
71_2019_11_26,1,26/11/2019 11:14,50.0,42.0,152.0,2679.49,57.0,-69.87,125.0,66.8,1.28,44.55,9824.9,49.41,53.13,63.03,62.55,44.63,152.42,1616.08,44.19,27.89,80,1429.96,0,56.51,1.21,125.03,64.41,33.44,77,-71.75,0
71_2019_11_26,1,26/11/2019 11:14,50.0,42.0,152.0,2679.49,56.0,-68.93,125.0,66.8,1.28,44.55,9824.9,49.41,53.13,63.03,62.55,44.63,152.42,1616.08,44.19,27.89,80,1429.96,0,56.51,1.21,125.03,64.41,33.44,77,-71.75,0
71_2019_11_26,1,26/11/2019 11:18,50.0,42.0,152.0,2679.49,57.0,-72.57,125.0,66.94,1.28,44.55,9786.64,50.5,53.13,63.03,62.55,45.44,152.1,1597.28,44.41,27.73,80,1416.99,0,55.86,1.21,125.03,65.47,32.01,78,-72.11,0
71_2019_11_26,1,26/11/2019 11:24,50.0,42.0,152.0,2679.49,57.0,-71.05,125.0,67.3,1.28,46.94,9799.61,49.12,53.13,63.03,62.55,47.24,151.39,1500.65,43.58,28.57,80,1327.5,0,57.09,1.21,125.03,65.47,29.51,78,-72.11,0
71_2019_11_26,1,26/11/2019 11:26,50.0,42.0,152.0,2679.49,58.0,-71.05,125.0,67.42,1.28,46.94,9786.64,49.32,53.13,63.03,62.55,48.13,152.1,1487.68,42.81,28.8,80,1461.74,0,57.09,1.21,125.03,65.91,28.73,79,-70.68,0
71_2019_11_26,1,26/11/2019 11:29,50.0,42.0,152.0,2679.49,58.0,-66.29,125.0,67.61,1.28,46.94,9799.61,49.45,53.13,63.03,62.55,49.11,152.1,1494.16,43.58,28.33,80,1372.24,0,59.41,1.21,125.03,65.91,26.7,79,-68.58,0
71_2019_11_26,1,26/11/2019 11:29,50.0,42.0,152.0,2679.49,59.0,-66.29,125.0,67.61,1.28,46.94,9799.61,49.45,53.13,63.03,62.55,49.11,152.1,1494.16,43.58,28.33,80,1372.24,0,59.41,1.21,125.03,65.91,26.7,79,-68.58,0
71_2019_11_26,1,26/11/2019 11:29,50.0,42.0,152.0,2679.49,59.0,-66.74,125.0,67.06,1.28,46.94,9824.9,50.73,53.13,63.03,62.55,49.11,152.1,1512.97,43.58,28.33,80,1372.24,0,59.41,1.21,125.03,65.91,26.77,79,-68.58,0
71_2019_11_26,1,26/11/2019 11:29,50.0,42.0,152.0,2679.49,62.0,-66.74,125.0,67.06,1.28,46.94,9824.9,50.73,53.13,63.03,62.55,49.11,152.1,1512.97,43.58,28.33,80,1372.24,0,59.41,1.21,125.03,65.91,26.6,79,-68.58,0
71_2019_11_26,1,26/11/2019 11:29,50.0,42.0,152.0,2679.49,59.0,-68.09,125.0,67.06,1.28,46.94,9824.9,50.73,53.13,63.03,62.55,49.11,152.1,1512.97,43.58,28.33,80,1372.24,0,59.41,1.21,125.03,65.91,26.6,79,-68.58,0
71_2019_11_26,1,26/11/2019 11:31,50.0,42.0,152.0,2679.49,62.0,-72.98,125.0,67.44,1.28,46.94,9786.64,49.51,53.13,63.03,62.55,50.23,151.74,1449.42,42.62,29.04,80,1289.23,0,59.12,1.21,125.03,66.81,24.71,80,-71.04,0
71_2019_11_26,1,26/11/2019 11:33,50.0,42.0,152.0,2679.49,62.0,-74.02,125.0,67.56,1.28,46.94,9780.16,50.5,53.13,63.03,62.55,50.61,151.74,1410.51,42.4,29.41,80,1289.23,0,59.12,1.21,125.03,66.81,22.75,80,-72.11,0
71_2019_11_26,1,26/11/2019 11:36,50.0,42.0,152.0,2679.49,62.0,-72.95,125.0,67.42,1.28,46.94,9824.9,50.47,53.13,63.03,62.55,51.57,152.1,1346.95,41.88,29.68,80,1116.08,0,62.02,1.21,125.03,64.89,20.83,79,-72.46,0
71_2019_11_26,1,26/11/2019 11:40,50.0,42.0,152.0,2679.49,62.0,-67.53,125.0,67.69,1.28,52.09,9806.1,50.73,53.13,63.03,62.55,52.32,152.42,1276.26,41.27,30.45,80,1250.97,0,62.02,1.21,125.03,65.98,18.16,79,-70.36,0
71_2019_11_26,1,26/11/2019 11:44,50.0,42.0,152.0,2679.49,62.0,-56.44,125.0,68.03,1.28,52.09,9793.13,50.44,53.13,63.03,62.55,53.44,152.1,1193.26,41.72,30.25,80,1250.97,0,65.79,1.21,125.03,65.98,16.87,82,-63.3,0
71_2019_11_26,1,26/11/2019 11:45,50.0,42.0,152.0,2679.49,62.0,-55.93,125.0,67.58,1.28,52.09,9786.64,49.48,53.13,63.03,62.55,53.44,152.42,1212.06,41.88,29.78,80,1129.05,0,65.79,1.21,125.03,65.98,16.52,82,-62.58,0
71_2019_11_26,1,26/11/2019 11:45,50.0,42.0,152.0,2679.49,62.0,-57.24,125.0,67.58,1.28,52.09,9812.58,49.48,53.13,63.03,62.55,53.44,152.42,1212.06,41.88,29.78,80,1129.05,0,65.79,1.21,125.03,65.98,16.52,82,-61.91,0
71_2019_11_26,1,26/11/2019 11:45,50.0,42.0,152.0,2679.49,65.0,-55.93,125.0,67.58,1.28,52.09,9812.58,49.48,53.13,63.03,62.55,53.44,152.42,1212.06,41.88,29.78,80,1129.05,0,65.79,1.21,125.03,65.98,16.52,82,-61.91,0
71_2019_11_26,1,26/11/2019 11:47,50.0,42.0,152.0,2679.49,65.0,-59.67,125.0,67.62,1.28,52.09,9806.1,49.29,53.13,63.03,62.55,54.04,152.42,1365.76,42.71,29.51,80,1238.0,0,65.79,1.21,125.03,71.01,14.36,83,-61.91,0
71_2019_11_26,1,26/11/2019 11:50,50.0,42.0,152.0,2679.49,65.0,-63.83,125.0,67.86,1.28,52.09,9780.16,49.25,53.13,64.85,62.55,54.78,151.74,1167.32,41.4,30.62,80,1238.0,0,63.47,1.21,125.03,71.01,17.43,84,-63.3,0
71_2019_11_26,1,26/11/2019 11:52,50.0,42.0,152.0,2679.49,65.0,-64.15,125.0,67.39,1.28,52.09,9793.13,49.45,53.13,64.85,62.55,54.94,151.03,1250.97,42.68,27.12,80,1231.52,0,64.63,1.21,124.71,71.01,15.81,83,-63.65,0
71_2019_11_26,1,26/11/2019 11:55,50.0,42.0,152.0,2679.49,65.0,-77.22,125.0,66.16,1.28,55.08,9793.13,49.64,53.13,64.85,62.55,55.08,152.1,1289.23,40.35,29.17,80,1193.26,0,58.17,1.21,125.03,70.05,14.02,83,-69.65,0
71_2019_11_26,1,26/11/2019 11:56,50.0,42.0,152.0,2679.49,65.0,-79.96,125.0,65.78,1.28,55.08,9812.58,49.58,53.13,64.85,62.55,55.38,153.14,1212.06,39.45,29.81,80,1250.97,0,59.55,1.21,125.03,70.05,13.52,81,-71.04,0
71_2019_11_26,1,26/11/2019 11:59,50.0,42.0,152.0,2679.49,65.0,-79.17,125.0,65.0,1.28,55.08,9780.16,49.45,53.13,64.85,62.55,55.46,152.1,1148.51,15.39,39.61,80,1122.57,0,59.55,1.21,125.03,64.57,12.58,80,-73.86,0
71_2019_11_26,1,26/11/2019 12:00,50.0,42.0,152.0,2679.49,65.0,-77.01,125.0,63.97,1.28,55.08,9812.58,50.76,53.13,64.85,62.55,55.9,151.03,1135.54,6.77,48.42,80,1173.8,0,67.23,1.21,125.03,64.57,12.08,80,-73.86,0
71_2019_11_26,1,26/11/2019 12:06,50.0,42.0,152.0,2679.49,63.0,-77.01,125.0,60.94,1.28,55.08,9818.42,49.6,53.13,64.85,62.55,56.27,152.42,1205.58,32.3,33.41,80,1193.26,0,65.21,1.21,125.03,64.31,13.64,78,-76.0,0
71_2019_11_26,1,26/11/2019 12:06,50.0,42.0,152.0,2679.49,63.0,-77.01,120.0,60.94,1.28,55.08,9818.42,49.6,53.13,64.85,62.55,56.27,152.42,1205.58,32.3,33.41,80,1193.26,0,65.21,1.21,125.03,64.31,13.64,78,-76.0,0
71_2019_11_26,1,26/11/2019 12:06,50.0,42.0,152.0,2679.49,63.0,-75.76,120.0,60.13,1.28,55.08,9780.16,50.47,53.13,64.85,62.55,56.27,152.1,1231.52,33.07,32.77,80,1186.77,0,65.21,1.21,122.15,64.31,13.57,78,-74.93,0
71_2019_11_26,1,26/11/2019 12:08,50.0,42.0,152.0,2679.49,63.0,-67.09,120.0,59.31,1.28,56.57,9818.42,49.25,53.13,64.85,62.55,56.65,152.1,1173.8,24.2,34.66,80,1160.83,0,65.21,1.21,119.91,63.83,12.46,78,-72.11,0
71_2019_11_26,1,26/11/2019 12:11,50.0,42.0,152.0,2679.49,63.0,-49.93,120.0,57.35,1.28,56.57,9773.67,49.16,53.13,64.85,62.55,56.5,151.39,1289.23,46.21,27.83,80,1712.71,0,71.3,1.21,119.58,66.52,15.85,79,-62.23,0
71_2019_11_26,1,26/11/2019 12:12,50.0,42.0,152.0,2679.49,63.0,-49.66,120.0,56.72,1.28,56.57,9806.1,50.6,53.13,64.85,62.55,56.27,152.1,1186.77,43.36,27.32,80,1231.52,0,70.43,1.21,120.23,72.48,15.41,81,-59.77,0
71_2019_11_26,1,26/11/2019 12:14,50.0,42.0,152.0,2679.49,63.0,-54.99,120.0,55.82,1.28,56.57,9799.61,50.76,53.13,64.85,62.55,56.35,152.1,1276.26,42.33,27.76,80,1231.52,0,61.73,1.21,119.91,72.48,14.27,82,-59.77,0
71_2019_11_26,1,26/11/2019 12:17,50.0,42.0,152.0,2679.49,63.0,-67.11,120.0,53.79,1.28,56.57,9812.58,50.63,53.13,64.85,62.55,56.5,150.67,1142.02,39.42,29.68,80,892.35,0,57.3,1.21,119.91,72.74,12.8,82,-64.01,0
71_2019_11_26,1,26/11/2019 12:18,50.0,42.0,152.0,2679.49,63.0,-69.5,120.0,53.4,1.28,56.57,9812.58,49.6,53.13,64.85,62.55,56.73,152.42,1135.54,38.58,31.03,80,1154.34,0,57.3,1.21,119.91,72.74,12.21,82,-65.76,0
71_2019_11_26,1,26/11/2019 12:20,50.0,42.0,152.0,2679.49,63.0,-68.46,120.0,52.04,1.28,56.79,9806.1,49.8,53.13,64.85,62.55,56.65,152.78,1731.52,32.43,32.67,80,1109.6,0,63.4,1.21,119.91,69.34,16.27,82,-65.76,0
71_2019_11_26,1,26/11/2019 12:22,50.0,42.0,152.0,2679.49,63.0,-61.66,120.0,51.18,1.28,56.79,9780.16,49.45,53.13,64.85,62.55,56.73,151.39,1225.03,41.27,28.06,80,1007.13,0,67.89,1.21,119.91,69.34,14.7,82,-64.37,0
71_2019_11_26,1,26/11/2019 12:24,50.0,42.0,152.0,2679.49,63.0,-62.47,120.0,49.82,1.28,56.79,9793.13,49.35,53.13,64.85,62.55,56.65,152.78,1180.29,40.38,28.7,80,962.39,0,63.32,1.21,119.91,71.17,12.69,82,-63.65,0
71_2019_11_26,1,26/11/2019 12:26,50.0,42.0,152.0,2679.49,63.0,-63.79,120.0,48.21,1.28,56.79,9799.61,50.86,53.13,64.85,62.55,56.65,152.1,1802.2,40.18,29.58,80,1058.37,0,61.87,1.21,119.91,71.17,15.74,82,-63.3,0
71_2019_11_26,1,26/11/2019 12:28,50.0,42.0,152.0,2679.49,63.0,-63.53,120.0,47.36,1.28,56.79,9812.58,50.37,53.13,64.85,62.55,56.57,152.78,1238.0,40.57,28.23,80,1090.79,0,63.1,1.21,119.91,71.17,13.91,81,-64.01,0
71_2019_11_26,1,26/11/2019 12:31,50.0,42.0,152.0,2679.49,63.0,-71.06,120.0,45.55,1.28,56.79,9799.61,50.41,53.13,64.85,62.55,56.79,152.78,1712.71,37.66,29.88,80,879.38,0,60.13,1.21,119.91,70.14,15.46,81,-66.83,0
71_2019_11_26,1,26/11/2019 12:34,50.0,42.0,152.0,2679.49,63.0,-71.03,120.0,43.08,1.28,56.79,9780.16,50.73,53.26,64.85,62.55,56.79,151.74,1142.02,39.86,28.77,80,1090.79,0,63.61,1.21,119.91,68.57,12.54,80,-68.22,0
71_2019_11_26,1,26/11/2019 12:36,50.0,42.0,152.0,2679.49,63.0,-71.88,120.0,42.83,1.28,56.79,9799.61,49.41,53.26,64.85,62.55,56.79,152.42,1026.59,36.44,29.75,80,1135.54,0,62.17,1.21,120.23,67.52,12.37,80,-69.65,0
71_2019_11_26,1,26/11/2019 12:37,50.0,42.0,152.0,2679.49,63.0,-71.05,120.0,41.44,1.28,56.79,9818.42,49.45,53.26,64.85,62.55,56.65,151.39,1212.06,39.61,29.11,80,892.35,0,63.32,1.21,119.58,67.52,14.91,80,-69.29,0
71_2019_11_26,1,26/11/2019 12:39,50.0,42.0,152.0,2679.49,63.0,-68.66,120.0,41.0,1.28,56.79,9780.16,50.18,53.26,64.85,62.55,56.94,151.03,1199.74,40.03,28.94,80,885.86,0,65.06,1.21,120.23,67.52,13.98,79,-69.29,0
71_2019_11_26,1,26/11/2019 12:41,50.0,42.0,145.0,2679.49,63.0,-68.66,120.0,39.57,1.28,56.79,9806.1,49.25,53.26,64.85,62.55,56.65,152.42,1186.77,38.2,29.78,80,885.86,0,63.03,1.21,120.23,67.52,12.98,79,-68.93,0
71_2019_11_26,1,26/11/2019 12:42,50.0,42.0,140.0,2679.49,63.0,-68.66,120.0,38.97,1.28,56.79,9812.58,49.25,53.26,64.85,62.55,56.65,147.14,1160.83,38.2,30.12,80,1481.19,0,63.03,1.21,120.23,67.52,13.0,79,-69.29,0
71_2019_11_26,1,26/11/2019 12:42,50.0,42.0,140.0,2679.49,63.0,-67.85,120.0,38.8,1.28,56.79,9812.58,50.69,53.26,64.85,62.55,56.79,141.51,1135.54,37.5,30.92,80,892.35,0,63.03,1.21,120.23,67.52,13.2,80,-68.93,0
71_2019_11_26,1,26/11/2019 12:43,50.0,42.0,140.0,2679.49,64.0,-67.85,120.0,38.4,1.28,56.79,9793.13,49.54,53.26,64.85,62.55,56.57,140.47,1122.57,37.5,31.23,80,1564.85,0,64.19,1.21,120.23,67.52,13.49,80,-68.58,0
71_2019_11_26,1,26/11/2019 12:45,50.0,42.0,140.0,2679.49,64.0,-65.26,120.0,37.83,1.28,56.79,9818.42,50.09,52.74,65.53,62.55,56.57,139.76,1160.83,28.97,33.48,80,1680.29,0,64.19,1.21,120.23,68.57,14.47,81,-67.54,0
71_2019_11_26,1,26/11/2019 12:47,50.0,42.0,140.0,2679.49,64.0,-58.79,120.0,36.22,1.28,56.27,9799.61,49.29,52.74,65.53,62.55,56.05,140.12,1116.08,32.37,33.41,80,1789.23,0,64.19,1.21,120.23,68.57,16.34,82,-64.37,0
71_2019_11_26,1,26/11/2019 12:47,50.0,42.0,135.0,2679.49,64.0,-58.79,120.0,35.85,1.28,56.27,9806.1,50.73,52.74,65.53,62.55,56.13,140.12,1135.54,33.75,33.18,80,1725.03,0,64.19,1.21,120.23,68.57,16.74,82,-62.94,0
71_2019_11_26,1,26/11/2019 12:50,50.0,42.0,135.0,2679.49,64.0,-46.41,120.0,34.71,1.28,56.27,9793.13,50.02,51.97,65.53,62.55,55.9,134.48,1256.81,43.13,30.42,80,1333.98,0,69.2,1.21,120.23,68.57,18.59,84,-56.56,0
71_2019_11_26,1,26/11/2019 12:52,50.0,42.0,135.0,2679.49,64.0,-43.16,120.0,33.75,1.28,56.27,9818.42,49.51,51.97,65.53,62.55,55.23,135.19,1346.95,43.77,30.15,80,2013.62,0,67.02,1.21,120.23,68.57,20.42,84,-51.63,0
71_2019_11_26,1,26/11/2019 12:54,50.0,42.0,135.0,2679.49,64.0,-44.18,120.0,31.77,1.28,56.27,9818.42,49.6,51.97,65.53,62.55,54.56,135.19,1416.99,43.77,30.08,80,2116.08,0,67.02,1.21,120.23,75.49,22.66,87,-49.53,0
71_2019_11_26,1,26/11/2019 13:03,50.0,42.0,135.0,2679.49,64.0,-56.4,120.0,26.42,1.28,56.27,9799.61,49.35,51.97,63.73,62.0,52.84,134.48,1571.34,45.76,30.42,80,2038.91,0,62.17,1.21,119.91,76.61,26.25,87,-53.06,0
71_2019_11_26,1,26/11/2019 13:11,50.0,42.0,135.0,2679.49,64.0,-62.41,120.0,21.39,1.28,51.5,9812.58,49.67,51.97,63.73,62.0,51.2,135.19,1635.54,45.76,30.76,80,1584.31,0,62.17,1.21,119.91,76.61,27.38,85,-59.41,0
